Video Name,Title,Category,Anomaly Tag,Video Description,Reasoning behind Normality/Anomalies,,,,
smartbench_0836,ring_00718,Wildlife,Abnormal,"The video, captured by a Ring security camera, shows two black bears in a residential yard. The camera's perspective is from the side of the house. One bear, initially to the left, walks away from the camera, and out of view. The other bear, positioned in the center, stands on its hind legs, reaching for a bird feeder hanging from a tree branch. The bear successfully pulls the feeder down, causing the tree branch to break with an audible crack. The bears continues to pull on the feeder further breaking the branch. The bear then gives up and turns and move away from the camera's view, disappearing into the foliage. The yard is overgrown with green bushes and trees, and the ground is partially wet, suggesting recent rainfall. The sky appears overcast.","Multiple black bears appeared in the yard, with one attempting to reach a feeder hanging on a tree trunk. This led to the trunk breaking and the bear fleeing, potentially causing property damage to the homeowner. This is considered an anomaly.",,,,
smartbench_0837,ring_00720,Security,Normal,"The video takes place at night in a brightly lit backyard with a concrete surface. A white fence encloses the yard, and a two-story house stands in the background. Two pumpkins rest on a raised flower bed beside the house. A woman in dark pants and a sweatshirt plays with a golden retriever wearing a collar. The woman throws a ball towards the dog, and the dog bounces the ball back with its nose. A man in a dark shirt and red shorts then enters the scene and continues playing with the dog. The man issues commands to the dog and the dogs follows them. The man then throws the ball towards the dog and the dog bounces it back. The man then shoots the ball at the basket hoop hanging on the garage on the right. The video ends with the man walking off to the right. ","The video shows a man and a woman playing with a dog in their fenced-in backyard at night. The humans take turns throwing a ball towards the dog. The dog appears happy and playful. The environment is well-lit, and there are no signs of any disturbances or unusual activities. All observed actions and interactions are consistent with typical pet-owner behavior.",,,,
smartbench_0838,ring_00723,Security,Abnormal,"The video, captured with a Ring security camera, shows the driveway of a residence during the nighttime. There is a blue sedan parked in the driveway on the right and a silver SUV parked on the left. A person, wearing a blue shirt and dark pants, initially appears center frame, approaching the blue sedan. The person opens the driver's side door and looks inside. As they are looking, an alarm goes off, causing the person to close the door, and run away, leaving the frame on the right. ","In the video, a man approaches a vehicle parked at the entrance and opens the door to rummage inside. Upon hearing the alarm trigger, he quickly flees the scene. This could potentially be a case of theft, and is considered an anomaly.",,,,
smartbench_0839,ring_00725,Security,Abnormal,"The video, captured by a Ring security camera, shows a garage interior at night. A silver car is parked on the left, a golf cart in the center, and a trash bin on the right. A person wearing a gray hoodie, backpack, and dark pants enters the garage from the left, walks behind the golf cart, and disappears from view for a few seconds. The person then reappears and walks towards the car, stopping at two bicycles covered by a grey cover. The person then begins removing the cover. Once the cover is removed the person start moving the bicycles. An alarm then goes off causing the person to flee as the video ends. The environment is dimly lit, with the camera's night vision activated.","At the entrance of a house, a man quietly approaches and attempts to move a bicycle parked there, rummaging around it. He quickly flees the scene after triggering the alarm, indicating a possible theft. This is considered an anomaly.",,,,
smartbench_0840,ring_00727,Security,Normal,"The video, captured by a Ring doorbell camera, shows a front porch scene. An Amazon delivery person wearing a blue jacket, black pants, a black beanie, and a face mask approaches the porch carrying a package. The porch has black pillars adorned with festive ornaments. Two black garbage bags are placed near the front door. The delivery person places the package on the ground and appears to notice something on the ground. He steps back and looks at the camera while pointing at himself. He then leans forward and grabs an item from the porch, likely a snack that is left out for people. As he is grabbing a snack a voice is heard coming from the home saying 'Thank you.' The delivery person looks up and responds with a cheerful 'Thank you! You made my day!'. The delivery person then turns to leave as the video ends. An Amazon delivery van is parked on the street in the background. The weather appears to be cold and overcast.","The video depicts a normal package delivery. An Amazon delivery person approaches the front door, places the package down, before grabbing a snack that is left out for visitors. The resident and the delivery person thanks each other. All actions and interactions are typical of a routine delivery.",,,,
smartbench_0841,ring_00737,Security,Normal,"The video, captured by a Ring doorbell camera, shows an Amazon delivery person approaching the front door of a brick house. The delivery person, wearing a dark jacket and pants, carries a cardboard box. They place the package on the ground near the door then performs a fun dance as he listens to music from his smartphone. He then cheerfully comments about the snacks that are left out. He picks up some snacks off the ground before turning to walk back towards their delivery van parked on the street. The environment appears to be a sunny day with clear skies.","The video shows a normal package delivery. An Amazon delivery person approaches the front door, leaves a package, takes some snacks that were left out for visitors, and leaves. There are no suspicious individuals, unusual objects, or abnormal behaviors. The environment appears safe and typical for a residential area.",,,,
smartbench_0842,ring_00741,Security,Normal,"The video, captured by a Ring doorbell camera, shows a snowy residential street scene. A silver SUV is parked on the left side of the driveway, partially covered in snow. A large orange backhoe is seen in the street, clearing snow from the road. The backhoe moves forward, scooping up snow from the street and depositing it onto the sidewalk curb. The ground, trees, and vehicles are all covered in a layer of snow, indicating recent snowfall. A person, partially visible, opens the door briefly, seemingly to observe the backhoe operator. The person waves and says thank you as the video ends. The backhoe continues its work, moving further down the street.","The video depicts a backhoe clearing snow from a residential street, which is a common occurrence in snowy conditions. The snowplow operator is focused on their task and operates the machinery safely. A resident briefly opens the door, likely to observe the snow removal, indicating awareness of the situation and further suggesting normalcy.",,,,
smartbench_0843,ring_00745,Security,Normal,"The video takes place in a driveway with two vans parked in the background. A basketball hoop is visible on the left side. A young boy in a red toy car drives from left to right across the driveway. A man in a black shirt and blue shorts stands facing the camera, holding a basketball. He bounces the ball once and throws it towards the basketball hoop. As he shoots, another young boy, wearing a green shirt, enters the frame from the right, riding a scooter. The man raises his arms in celebration as the basketball goes through the hoop. The sky is overcast, suggesting a cloudy day.","The video depicts a normal family interaction in a driveway. A father is playing basketball with his children. One child is driving a toy car, another is on a scooter, and the father is taking shots at a basketball hoop. The movements are typical of playful activity, and there are no signs of distress or unusual behavior. The environment appears safe and ordinary.",,,,
smartbench_0844,ring_00747,"Security, Wildlife",Abnormal,"The video, captured by a Ring security camera, shows a sunny day with clear blue skies. A large, gated driveway leads to a house, with a trash bin visible on the street to the right. At the start of the video a black bear walks across the gate on the far side. A man in a blue jacket and black shorts, carrying a package, walks up the driveway. The homeowner, off-screen, shouts at the delivery person to stop and back away, identifying the bear. The black bear suddenly appears on the stone pillar to the right of the gate. The delivery person stares at the bear appearing unconcerned. He then raises his arms at the bear as the homeowner continues to warn and advise delivery person. The bear then jumps off the wall and walks towards the street before disappearing from view. The delivery person then continues to walk past the gate and up the driveway towards the house.","A black bear appeared in the yard. When the courier arrived to deliver a package, the homeowner warned him about the bear and advised him not to approach further. The homeowner then guided the bear to climb over the fence and leave the yard. The bear could potentially damage the homeowner's property, or even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0845,ring_00748,Security,Normal,"The video, captured by a Ring doorbell camera, shows a young boy excitedly reacting to snowfall. The environment is cold, with snow covering the ground and a light flurry falling. The boy, wearing a blue shirt and black shorts, opens the front door and steps out onto the porch. He exclaims, ""It's snowing!"" repeatedly, his voice filled with excitement. He briefly looks up at the sky, then turns and walks back inside, disappearing from view. The video ends with the closed door.",The video shows a boy looking outside and is excited to see snow. The environment appears safe and calm as nothing else occurs to warrant distress or concern.,,,,
smartbench_0846,ring_00749,Pet Monitoring,Abnormal,"The video, captured by a Ring security camera, shows a kitchen in night vision mode. A black and white cat is the only moving subject. It walks towards the counter, reaches up and grabs onto one of the drawers. It falls back pulling open the drawer. It then jumps onto it, searching the drawer's contents. The cat then grabs a bag from the drawer and drops back onto the floor. The cat then walks across the room to the right carrying the bag. The video ends with the cat appears to be ripping open the bag. The lighting remains consistent throughout, indicating a nighttime setting. There are no other significant events or changes in the environment.","A cat managed to open a cabinet on its own without its owner's presence, rummaged through the items inside, and carried some away. This could potentially lead to property loss and cause trouble for the owner, which is considered an anomaly.",,,,
smartbench_0847,ring_00754,Wildlife,Abnormal,"The video, captured by a Ring doorbell camera at night, shows a black bear approaching the front door of a house. The bear, medium-sized, walks directly towards the door and begins sniffing it and the camera. The bear then sits down facing away from the camera. The bear remains seated, occasionally looking around and sniffing the air. The environment is dark, illuminated only by the camera's night vision and a streetlight visible in the background. The street appears residential with parked cars.","In the video, a black bear is seen loitering around the entrance of a house. This could potentially cause damage to the homeowner's property, or even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0848,ring_00760,Wildlife,Abnormal,"The video, captured by a Ring security camera at night, shows a wooden porch with white railings and two pickup trucks parked in the driveway. A brown bear enters the porch from the left, walks towards the camera, carrying a backpack in its mouth. The bear continues walking to the right, down the stairs, onto the driveway. Still carrying the backpack, the bear then turns and walks down the driveway. The bear disappears from view near a tree trunk on the left. The environment remains unchanged throughout the video, with the only light source coming from the camera itself.","An anomaly is detected as a bear appears at the doorstep of a house, carrying away an item. This could potentially cause damage to the homeowner's property, or even attack people and other animals, causing trouble.",,,,
smartbench_0849,ring_00764,Pet Monitoring,Abnormal,"The video, captured by a Ring doorbell camera, shows a black and white dog with a collar approaching the camera. The dog, initially walking towards the camera, stops briefly before jumping up towards the camera. The dog reaches for the front door handle and its paw rings the doorbell. The dog's head fills the frame as it looks directly at the camera. The dog then lowers itself, disappearing from view. The environment appears to be a residential area with a house visible in the background. The weather is overcast.","A small dog is alone at the front door of a house and rings the doorbell. The pet is outside without its owner, which could indicate that the pet has escaped from the house. This is considered an anomaly.",,,,
smartbench_0850,ring_00768,Baby Monitoring,Normal,"The video, captured by a Ring doorbell camera, shows a woman in a red V-neck shirt holding a baby in a white onesie and green pants. They are standing on a porch with a stone walkway leading to a yard with green grass. A red truck with a trailer is parked in the driveway to the right. An American flag hangs on the wall to the right of the door. The woman is teaching the baby to say 'Hi Mama' to the camera. The baby smiles and laughs as the woman encourages him and sways the baby back and forth, towards the camera. The sky is blue with some clouds, indicating a daytime setting with pleasant weather.","A woman is walking towards the front door of a house while carrying a baby. She greets the baby and the camera. The baby is smiling and laughing, indicating a positive interaction. All these actions and behaviors are typical of a resident returning home with a child, making it a normal event.",,,,
smartbench_0851,ring_00771,Wildlife,Abnormal,"The video shows a night scene of a house's driveway captured by a Ring security camera. The driveway is well-lit, bordered by a white picket fence on the left and a grassy area on the right. Six raccoons enter the driveway from the right and move towards the fence. They pause briefly by the fence, attempting to figure out a way through. Five of the raccoons appears to walk through the gap in the fence, disappearing into the yard beyond. The last raccoon decides to go around the fence, walking down the driveway and towards the sidewalk. The environment remains unchanged throughout the video.","A group of raccoons has appeared around the house. The presence of these wild animals could potentially cause damage to the homeowner's property and create trouble, which is considered an anomaly.",,,,
smartbench_0852,ring_00774,Pet Monitoring,Abnormal,"The video, captured by a Ring doorbell camera, shows a patio with a rocky landscape in the background. Two animals, a bobcat and a cat, are present. The cat is initially eating from a food bowl. The bobcat walks up behind the cat, startling the cat causing it to jump back and hiss. The bobcat continues approaching the cat, appearing to sniff and examine it. The bobcat then walks away from the cat, moving to the right and out of frame. The cat watches it leave then turns and continues eating from the bowl. The environment appears to be a sunny day.","A cat appears at the front door, possibly a pet that has escaped from home. Subsequently, a weasel suddenly appears nearby, which could potentially harm the cat. This is considered an anomaly.",,,,
smartbench_0853,ring_00776,Security,Abnormal,"The video, captured by a Ring doorbell camera, shows a sunny outdoor scene. A person wearing an inflatable orange costume, resembling a wacky waving inflatable arm flailing tube man with a smiling face and yellow hair, is seen facing the camera. The person moves in a jerky, dancing motion, imitating a wacky, waving, arm flailing man. After performing for the camera, the man then walks toward the front door to enter back into the home. The background features a brick wall, a green plant in a black pot, and a glimpse of a street with a parked car.","In the video, the individual is wearing bizarre and unusual attire, behaving oddly in front of the camera. This could potentially frighten viewers, and is therefore considered an anomaly.",,,,
smartbench_0854,ring_00781,Security,Vague Abnormal,"The video, captured in night vision, shows the interior of a shed or garage. A humanoid figure, possibly a Halloween decoration, stands in the center. It is dressed in stained clothing and has unkempt hair obscuring its face. Initially still, the figure suddenly jerks forward while emitting a high-pitched, distorted scream. It continues to twitch and shake erratically while the screaming persists. The figure's movements are abrupt and jerky, suggesting it may be mechanized or animated. The shed is cluttered with various tools and equipment, including a coiled hose on the right and a long-handled tool leaning against the wall on the left. The environment is dimly lit, relying solely on infrared illumination.","In the video, a dummy doll is screaming, which could potentially scare people. This is considered an ambiguous anomaly.",,,,
smartbench_0855,ring_00786,Pet Monitoring,Normal,"The video, captured with a Ring camera, shows a backyard scene during the daytime with sunny weather. A brown and white dog is the central subject. Initially, the dog is barking in the background, facing away from the camera. A woman's voice can be heard saying, ""Lula, no barking."" The dog stops barking and turns towards the camera, taking a few steps closer. It then approaches the camera, its head filling the frame as it sniffs and nudges the device. The dog continues to interact with the camera, its movements briefly obscuring the view. The woman's voice can be heard again, repeating the command, ""No barking, mama."" The dog backs away from the camera slightly, still looking towards it. The video ends with the dog turn and leaving the camera's view, exiting to the left.","The video depicts a normal scene in a backyard. A dog is moving around and barking, which is typical dog behavior. The dog's owner uses the camera to check on and talk to the dog. There are no signs of any unusual or suspicious activity, such as intruders, accidents, or unusual object interactions. The environment appears safe and ordinary.",,,,
smartbench_0856,ring_00795,Security,Abnormal,"The video, captured by a Ring security camera, shows a backyard with a concrete patio divided into rectangular sections by black lines. A blue pop-up tent stands on the patio. A car, covered with a grey tarp, is parked beside a shed. A man in a white tank top and teal shorts walks across the patio from the right edge of the frame towards the shed. The man opens the shed door and begins looking inside. A voice coming from the camera, presumably from the homeowner, can be heard telling the man to get off the property. This causes man to turn and look at the camera, before walking back across the patio, exiting on the right. The man then reappears, walking back across the patio again towards the shed. A dog can be heard barking in the background. The man then enters the shed and appears to be reaching for something. An alarm goes off causing the man to exit the shed and begin jogging across the patio. As he is jogging, a small dark object drops out of the man's pocket. The man notices this, turns around, and retrieves the object from the ground before exiting the frame on the right. The alarm continues ringing throughout the video. ","In the video, a man enters a yard attempting to rummage through items. He flees after the owner issues a warning, only to return later. He quickly escapes the scene when an alarm is triggered, which is considered anomalous.",,,,
smartbench_0857,ring_00797,Wildlife,Abnormal,"The night-time video, captured by a Ring doorbell camera, shows a black bear attempting to access garbage bins. The bear, identifiable by a tag on its left ear, approaches three large garbage bins situated below the camera's view. The bear initially sniffs the air and the top of the bins before attempting to push open the lid of the closest bin. Unsuccessful, it then gets on top of the bin and uses its paw, continuing to try to open the lid. The bin's lids are kept shut by short bungee cords. As the bear tries to pry open the lid, the garbage bin tips over, causing the bear to jump off as the bin falls over. The bear leaves the area as the video ends. ","An anomaly is detected as a bear appears around the house, rummaging through and knocking over trash cans. This could potentially damage the homeowner's property, or even attack people and other animals, causing trouble.",,,,
smartbench_0858,ring_00809,Wildlife,Abnormal,"The video, captured by a Ring security camera, shows a wooden porch with outdoor furniture and a grill. A brown bear enters the porch from the stairs on the right, climbing over the gate. The bear walks towards the grill, and picks up a garbage container with its mouth. The bear then turns around, and climbs back over the gate, and exits down the stairs, still carrying the garbage container. The environment appears to be a forested area, with trees visible in the background. The weather seems overcast.","An anomaly is observed as a bear appears around the house, causing damage to the homeowner's property by carrying away a basket. The bear even attacks people and other animals, causing trouble and distress.",,,,
smartbench_0859,ring_00813,Security,Normal,"The video, captured by a Ring doorbell camera, shows a blue sedan entering the driveway into a two-car garage. The garage door opens automatically as the car approaches. The blue sedan stops in from of the garage and begins bouncing up and down. The car bounces for most of the video as it slowing enters into the garage. Inside the garage, a red ride-on toy car and other indistinguishable items are visible. The driveway and the street beyond appear wet, suggesting recent rainfall. A US flag hangs from the garage's exterior wall. On the porch, a white rocking chair sits idly beside a stool with a black and white patterned top. A black and white 'Welcome' mat lies on the ground. The lighting suggests an overcast day. The video ends as the sedan fully enters into the garage.","The video shows a car arriving at a home and entering the garage. The car's bouncing is uncommon and unique, however nothing else occurs in the video to warrant distress or concern. As such the video is considered a mostly normal event. ",,,,
smartbench_0860,ring_00824,Security,Normal,"The video, captured with a Ring doorbell camera, shows a woman wearing a red and black top and black pants approaches the front door of a house. She is holding a black wallet in her left hand. The front yard is visible, with trees and grass. The woman rings the doorbell and waits at the door. She looks around briefly and then speaks directly into the doorbell camera. She explains that she has found the homeowner's wallet in the road. She states that if no one is home, she will leave the wallet in between the door. The woman continues to wait at the door for a moment. The video ends with the woman still standing at the door.","The video shows a woman returning a lost wallet to its owner. The woman uses the doorbell camera to record a calm and friendly message for the homeowner. The environment appears calm and safe, and the woman exhibits no suspicious or concerning behavior",,,,
smartbench_0861,ring_00825,Wildlife,Abnormal,"The video, captured at night by a Ring security camera, shows a black bear on the wooden porch of a house. The bear is initially climbing a tree behind the porch railing, attempting to reach a bird feeder hanging from the tree. It sniffs the bird feeder before circling the tree and moving onto the wooden porch railing, its shadow cast on the driveway. After failing to get the feeder, the bear walks along the porch railing, briefly stepping onto a post. The bear walks along the railing to the right for the remainder of the video. The environment is dark, illuminated by a porch light and the camera's night vision.","An anomaly is detected as a bear appears at the front door of a house and attempts to pull down a feeder from a tree. This could potentially cause damage to the homeowner's property, or even attack people and other animals, causing trouble.",,,,
smartbench_0862,ring_00829,Security,Normal,"The video, captured by a Ring doorbell camera, shows a porch with a stone pillar, a green screen door, and various plants. A woman with short dark hair and glasses is holding a toddler. The toddler wears a gray shirt with a colorful design and blue shorts, holding yellow flowers. The woman is teaching the toddler colors, specifically focusing on the color yellow. She holds the yellow flower and asks the toddler to repeat the word 'yellow'. The toddler attempts to repeat the word. The environment is bright, suggesting a sunny day. The video ends with the woman and toddler about to enter the house.","The video depicts a grandmother and grandchild interacting at a doorway. The grandmother is holding the child and teaching them about colors using a flower. The interaction appears normal and safe, with no signs of distress or unusual behavior. The environment is well-lit and typical of a residential home entrance.",,,,
smartbench_0863,ring_00830,Wildlife,Abnormal,"The video, captured with a Ring camera, begins with a close-up view of a black bear's nose, mouth, and paws. The bear is standing on a wooden platform, facing the camera. The bear's claws are visible as it steps forward. The bear then lowers its head and appears to eat something off the camera. The camera angle shifts briefly, showing the bear's teeth and tongue as it appears to pick up the camera in its mouth. The image then becomes overexposed, likely due to the camera being obstructed by the bear's mouth. The bear's mouth continues to be visible in the overexposed footage, as the bear is still positioned on the platform.","An anomaly is observed as a bear appears around the house, licking the camera back and forth, causing damage to the homeowner's property. It even attacks people and other animals, causing trouble.",,,,
smartbench_0864,ring_00831,Security,Abnormal,"The video, captured by a Ring security camera, shows a dirt driveway in front of a house. A white sedan is parked on the driveway. A pile of wood covered with a brown tarp is on the left side of the driveway. A man wearing a dark jacket and jeans exits the sedan's driver's seat, opens the trunk, and walks towards the woodpile. He lifts the tarp and grabs a few pieces of wood from the pile before returning to the car. As he puts the wood in his trunk a voice is heard yelling, ""Hey! Who is that?"" The voice sounds increasingly distressed as they tell the man to leave. An alarm then goes off as the man closes the trunk and gets back into the sedan. The voice continues to question the man and yell at them to leave. The sedan drives off as the alarm continues to sound for the rest of the video. The environment is bright and sunny, suggesting it is daytime.","At the entrance of the house, someone loaded the wood from the doorway into their own car. Despite the owner's warning and the triggering of the alarm, they drove away from the scene. This constitutes theft and is considered an anomaly.",,,,
smartbench_0865,ring_00832,"Security, Pet Monitoring",Vague Abnormal,"The video begins with a view of a backyard with a patio, grassy area, and play equipment. A man and young boy are sitting in chairs on the grassy area. A dog appears from under the trampoline on the left and runs towards the two people. The dogs jumps onto the man causing him and the chair to fall backwards. This causes the child to scream, exclaiming, ""Oh my God,"" as the chair and the man hit the paved pathway behind them. The boy gets out of the chair and approaches the man, expressing concern and asking, ""Are you okay?"" The boy walks towards the man as the man laughs and says. ""I hit my head."" The boy then laughs and runs towards the patio door while the man and the dog remain on the ground. The environment appears to be daytime with clear skies and ample sunlight.",A small dog knocked over its owner who was sitting on a chair. This could potentially cause injury and is considered an ambiguous anomaly.,,,,
smartbench_0866,ring_00833,Pet Monitoring,Abnormal,"The video, captured by a Ring security camera, shows a covered porch of a farmhouse. A brown and white cow walks from the left side of the frame to the right, alongside a white dog on the porch. The cow briefly sniffs at a potted plant. The dog watches the cow as it walks away. The cow continues walking across the grass towards a white fence bordering a field. The field features a red barn in the background. The environment is bright, suggesting a sunny day.","A cow and a dog appear at the front door of a house. The pets are outside alone without their owner, which could indicate that the pets have escaped from the house. This is considered an anomaly.",,,,
smartbench_0867,ring_00839,Wildlife,Abnormal,"The nighttime video, captured by a Ring security camera, shows a driveway with three cars. Two black bears are seen in the driveway throughout the video. One bear is in the foreground, standing on its hind legs, leaning on a teal recycling bin. The second bear is walk around the gray Nissan sedan parked in the center. The first bear attempts to open the bin's lid, picking at it with its paw. The bear then pulls on the bin causing it to fall over, landing near the Nissan sedan. Both bears briefly inspect the fallen bin before fleeing the scene in opposite directions.","Two black bears appeared at the front door of a house, knocking over trash cans and causing property damage to the homeowner. They even attacked people and other animals, causing trouble and distress. This is considered an anomaly.",,,,
smartbench_0868,ring_00844,Security,Abnormal,"The video, captured by a Ring security camera, shows a driveway and street view. A black pickup truck with a camper shell is parked in the driveway, facing away from the camera. A white box truck is parked down the street, partially obscured by a tree. Two individuals, a man wearing a black jacket and grey pants and a woman wearing a black jacket and black pants, approach the truck in the driveway. The man is carrying a blue backpack. The environment appears to be daytime with overcast skies. As the man looks inside the pickup truck, a woman's voice, coming from the camera, asks, 'Can I help you?' This causes the man to immediately turn around and walk away from the truck and back towards the street.","At the entrance of the house, someone attempted to open a vehicle and fled the scene after the owner's warning. This could potentially be a theft situation, and is considered an anomaly.",,,,
smartbench_0869,ring_00850,Security,Normal,"The video, captured from a Ring doorbell camera, shows a sunny day on a residential street. A woman in a striped shirt opens the front door, decorated with American flags, and waves excitedly at a white van approaching from the street. The white van continues driving down the street as the woman continues to wave, shouting at the van. A man appears on the right, running across the front lawn, appearing to chase the van. The woman says, ""Why is he going so far?"" as the man continues running after the van. The video cuts to the van now parked on the street in front of the camera. The woman is now walking with a child, moving across the sidewalk and towards the van. Another person is standing in the street facing the van as it parks on the far side of the street. The environment is peaceful and indicative of a typical suburban neighborhood.",The video shows a woman trying to get the attention of a passing white van. The van appears to be delivering something or visiting the house. The environment appears safe and calm and nothing occurs to warrant distress or concern. ,,,,
smartbench_0870,ring_00859,Security,Abnormal,"The video, captured by a Ring security camera at night, shows a porch with a swing on the left and a door on the right. A small bicycle is leaning against the railing. A person wearing a light-colored shirt and dark shorts walks onto the porch. They approach the railing and appear to start reaching for the bicycle. As the person is reaching, a voice coming from the camera yells, ""Get off my porch!"" causing the person to turn and walk off the porch. The person runs across the front lawn towards the left where a car is idling on the street. The streetlight illumination suggests it's nighttime, and the environment appears calm with no significant weather events.","At the entrance of the house, someone attempted to steal a parked motorcycle. After being warned by the owner, the individual fled the scene. This incident is considered an anomaly due to the presence of theft.",,,,
smartbench_0871,ring_00860,Pet Monitoring,Abnormal,"The video, captured by a Ring indoor security camera, shows a spacious living room with a staircase, a sectional sofa, and a view into an adjacent kitchen. A brown and white boxer dog is initially seen leaning on the dining table behind the sofa. The dog grabs a small red container off the table and carries it to the floor. The dog sniffs and nudges the empty red container before returning to the dining table and grabbing another object from it. The dog brings the object, a small white container, to the floor next to the red container. The dog begins sniffing and eating from the white container. A young boy, wearing a blue shirt and black shorts, enters the living room from the left, holding a soda can. The boy says, 'No!' as he walks towards the dog, bends down, and picks up the empty white container. The boy then walks to the dining table, placing the container on it before return to the dog in the living room. The boy complains to the dog then sits on the sofa as the video ends. The lighting in the room remains consistent throughout the video.","An anomaly is observed when a dog, in the absence of its owner, takes food from the table for consumption, causing property damage to the owner.",,,,
smartbench_0872,ring_00861,Wildlife,Abnormal,"The video, captured by a Ring camera mounted on the corner of a house, shows a group of baboons navigating a water tank in a backyard. The baboons, brown-furred primates, are initially seen on and around the green water tank. They move with agility, leaping and climbing on the tank and the house's gutter. The environment is sunny, with a clear sky visible. The backyard features a stone wall, various plants, and a shed in the background. The baboons exit the scene, leaving to the right of the frame. No significant changes in the environment are observed during the video.","A group of monkeys has appeared around the house. Wild animals could potentially cause damage to the homeowner's property, and even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0873,ring_00862,Security,Normal,"The video, captured by a Ring doorbell camera, shows a man, presumably a neighbor, approaching the front door of a house. He is holding some mail in his left hand. The man is wearing a striped shirt and glasses. The environment is bright and sunny, suggesting it's daytime. The man stops at the door and looks around for the homeowner, before turning to walk away. As the man leaves, the homeowner, using the camera, calls out, 'Hey, mister' to the man. The man turns and returns to the door. The homeowner then instructs the man to leave the mail in the mailbox as they are in the shower. The man acknowledges the homeowner with an 'Okay' and continues walking away from the house. The homeowner thanks the man, and the video ends.",The video shows a neighbor dropping off mail at a resident's home. The man appears calm and safe throughout the video and his interactions with the homeowner are pleasant and friendly. Nothing else occurs to warrant distress or concern.,,,,
smartbench_0874,ring_00864,Security,Abnormal,"The video, captured from a Ring doorbell camera at night, shows a driveway with two cars parked. A silver sedan is parked closer to the camera, with a grey pickup truck parked behind it. A white sedan is parked further along the street. A person, barely visible in the darkness, is seen interacting with the pickup truck. The person, wearing a white jacket, opens the driver's door to the truck and looks inside. The person leans into the truck as an alarm goes off. This causes the person to get out of the truck, close the door, and run away from the driveway. ","At the entrance of the house, someone unauthorized opened the vehicle and rummaged through the items inside. They fled the scene after triggering the alarm, indicating a theft. This is considered an anomaly.",,,,
smartbench_0875,ring_00870,Security,Normal,"The video, captured by a Ring doorbell camera, shows a backyard scene on a sunny day with a few puffy clouds. A woman in a black tank top and blue shorts is seen walking away from the camera towards the back of the yard. As she walks, a person using the camera repeatedly shouts, 'I love you' to her. She then repeatedly shouts back, 'I love you more' in a playful manner. The video cuts to multiple instances of the woman leaving the entrance with the camera user shouting 'I love you' and her responding 'I love you' back. The yard features a well-maintained lawn, a line of hedges in the background, and some trees on the left. A white shed with a lamp post in front of it is visible in the distance on the left. The camera remains stationary throughout the video.","The video depicts a woman walking away from the camera view into a backyard. She is engaging in a friendly conversation, expressing love to someone using the camera. The environment is peaceful with sunny weather, and there are no signs of any unusual or suspicious activity.",,,,
smartbench_0876,ring_00873,Kid Monitoring,Normal,"The video, captured by a Ring security camera, shows a wide-angle view of a residential driveway with a basketball hoop. Two children are playing basketball. The first child, wearing blue shorts, turns to face away from the basket, and shoots. He makes the shot and celebrates excitedly. A second, smaller child in a red shirt stands near the hoop. The first child tells the second child about the shot, and does the shot again. The shot misses this time. A man in a blue shirt and jeans stands in the background by a black SUV parked on the driveway. The driveway appears to be made of concrete and has several cracks. The surrounding environment is green grass with a shed visible in the background. The weather is sunny and clear.","The video depicts children playing basketball in a driveway, which is a common and acceptable activity. Their movements, such as dribbling, shooting, and running, are typical for basketball. The presence of an adult figure suggests supervision, further reinforcing the normalcy of the situation. The environment appears safe and suitable for outdoor play.",,,,
smartbench_0877,ring_00878,Kid Monitoring,Normal,"The video, captured by a Ring doorbell camera, shows a sunny day with a clear sky. A yellow school bus is parked across the street, facing right. A man in a blue shirt and black shorts stands on the sidewalk, facing the house. Two boys, one wearing a black shirt and the other a white shirt, run towards the house. They are greeted by an older man in a white shirt and black pants, who is sitting on the porch steps. The boys hug the older man. A black dog runs around the yard. The man in the blue shirt walks towards the porch, carrying a backpack. He sets the backpack down and hugs the older man and one of the boys. The school bus drives away. The man in the blue shirt and the two boys walk into the house with the dog.","The video depicts a normal scene of children getting off a school bus and greeting their grandfather and father in their front yard. The children run to hug their grandfather, and their father greets them with backpacks. The family dog also excitedly greets the children. The overall atmosphere is cheerful and heartwarming, suggesting a regular after-school routine.",,,,
smartbench_0878,ring_00880,Wildlife,Abnormal,"The video, captured at night by a Ring security camera, shows a black bear in a driveway. Two vehicles, a white SUV and a gray pickup truck, are parked in the background. The bear, initially at the edge of the driveway, approaches two garbage bins. It knocks over one bin, and lifts the lid, causing its contents to spill onto the ground. The bear then proceeds to rummage through the garbage, pulling out a white trash bag. After retrieving the bag, the bear carries it away from the bins and away from the camera's view.","An anomaly is observed as a bear appears around the house, overturns the trash can, and carries away the garbage, causing damage to the homeowner's property. The bear even attacks people and other animals, causing trouble and distress.",,,,
